Accession	Virus Pangolin Classification	Geographic Location	Isolate Collection date	Host Name	Length	Completeness	Release date
ON308559.1	BA.2.9	USA: Virginia	2022-04-04	Homo sapiens	29724	COMPLETE	2022-04-21T00:00:00Z
ON334918.1	BA.2	USA: Virginia	2022-04-06	Homo sapiens	29724	COMPLETE	2022-04-25T00:00:00Z
ON344420.1	B.1.311	USA	2020-12-10	Homo sapiens	29800	COMPLETE	2022-04-26T00:00:00Z
ON351414.1	BA.2	USA: FL	2022-04-05	Homo sapiens	29764	COMPLETE	2022-04-26T00:00:00Z
ON373079.1	BA.2	USA: Connecticut	2022-04-14	Homo sapiens	29727	COMPLETE	2022-04-28T00:00:00Z
OW402921.1	BA.1.1.15	United Kingdom:England	2022-01-10	Homo sapiens	29873	COMPLETE	2022-04-08T00:00:00Z
OW433564.1	BA.2.1	United Kingdom:Scotland	2022-03-05	Homo sapiens	29850	COMPLETE	2022-04-10T00:00:00Z
OW462295.1	BA.2	United Kingdom:England	2022-01-27	Homo sapiens	29850	COMPLETE	2022-04-13T00:00:00Z
OW466436.1	AY.4.2.2	United Kingdom:Scotland	2021-09-28	Homo sapiens	29652	COMPLETE	2022-04-13T00:00:00Z
OW471621.1	AY.4	United Kingdom:Scotland	2021-08-07	Homo sapiens	29646	COMPLETE	2022-04-16T00:00:00Z
OW476705.1	BA.1.1	United Kingdom:England	2022-02-03	Homo sapiens	29873	COMPLETE	2022-04-16T00:00:00Z
OW480003.1	BA.2	United Kingdom:England	2022-03-23	Homo sapiens	29850	COMPLETE	2022-04-16T00:00:00Z
OW494289.1	BA.1	United Kingdom:England	2022-01-27	Homo sapiens	29873	COMPLETE	2022-04-16T00:00:00Z
OW504268.1	AY.4.2.2	United Kingdom:Scotland	2021-10-02	Homo sapiens	29642	COMPLETE	2022-04-16T00:00:00Z
OW509041.1	BA.1.15	United Kingdom:Scotland	2022-01-19	Homo sapiens	29873	COMPLETE	2022-04-16T00:00:00Z
OW513633.1	AY.4	United Kingdom:Scotland	2021-08-24	Homo sapiens	29646	COMPLETE	2022-04-16T00:00:00Z
OW517196.1	BA.1	United Kingdom:England	2022-02-15	Homo sapiens	29885	COMPLETE	2022-04-16T00:00:00Z
OW521695.1	BA.1	United Kingdom:Scotland	2022-01-14	Homo sapiens	29873	COMPLETE	2022-04-25T00:00:00Z
OW594183.1	BA.2	Slovakia	2022-04-08	Homo sapiens	29876	COMPLETE	2022-04-30T00:00:00Z
OQ393678.1	BA.2.13	USA: West Virginia	2022-05-11	Homo sapiens	29765	COMPLETE	2023-02-07T00:00:00Z
OQ422230.1	BQ.1.1	USA: Ohio	2023-01-22	Homo sapiens	29826	COMPLETE	2023-02-12T00:00:00Z
OQ522051.1	P.1.4	Brazil	2021-08-29	Homo sapiens	29813	COMPLETE	2023-02-27T00:00:00Z
OX426697.1	BA.5.1	United Kingdom:Scotland	2022-10-12	Homo sapiens	29848	COMPLETE	2023-02-17T00:00:00Z
OX432783.1	BF.10	United Kingdom:Scotland	2022-10-11	Homo sapiens	29844	COMPLETE	2023-02-21T00:00:00Z
MZ492035.1	B.1.1.7	USA: Colorado	2021-06-02	Homo sapiens	29781	COMPLETE	2021-07-02T00:00:00Z
MZ512719.1	B.1.1.7	USA: Pennsylvania, Philadelphia	2021-03-27	Homo sapiens	29887	COMPLETE	2021-07-07T00:00:00Z
MZ566080.1	B.1.1.7	USA: Colorado	2021-06-15	Homo sapiens	29812	COMPLETE	2021-07-15T00:00:00Z
MZ635760.1	B.1.551	USA: California,Los Angeles County	2021-01-06	Homo sapiens	29903	COMPLETE	2021-07-30T00:00:00Z
OU357291.1	AY.4	United Kingdom:England	2021-06-09	Homo sapiens	29896	COMPLETE	2021-07-08T00:00:00Z
OU389527.1	unclassifiable	United Kingdom:England	2021-03-09	Homo sapiens	29884	COMPLETE	2021-07-13T00:00:00Z
OU394893.1	B.1.1.7	United Kingdom:England	2021-03-01	Homo sapiens	29892	COMPLETE	2021-07-13T00:00:00Z
OU420877.1	unclassifiable	United Kingdom:England	2021-02-27	Homo sapiens	29906	COMPLETE	2021-07-18T00:00:00Z
ON193136.1	B.1.617.2	USA	2021-07-07	Homo sapiens	29711	COMPLETE	2022-12-30T00:00:00Z
OP926360.1	DN.2	USA: Arizona	2022-11-17	Homo sapiens	29624	COMPLETE	2022-12-01T00:00:00Z
OP944661.1	BF.7	USA: Texas	2022-11-15	Homo sapiens	29718	COMPLETE	2022-12-05T00:00:00Z
OP969943.1	BA.4.6	USA: Florida	2022-11-21	Homo sapiens	29703	COMPLETE	2022-12-08T00:00:00Z
OP989610.1	BQ.1.1.41	USA: California	2022-11-29	Homo sapiens	29844	COMPLETE	2022-12-12T00:00:00Z
OQ033053.1	BA.2	USA	2022-05-20	Homo sapiens	29794	COMPLETE	2022-12-14T00:00:00Z
OQ071170.1	BQ.1.1	USA: New Mexico	2022-11-18	Homo sapiens	29716	COMPLETE	2022-12-16T00:00:00Z
OQ081678.1	BQ.1	USA: New Jersey	2022-12-09	Homo sapiens	29720	COMPLETE	2022-12-20T00:00:00Z
OQ090560.1	BA.1.15.2	Mexico	2022-03-29	Homo sapiens	29788	COMPLETE	2022-12-20T00:00:00Z
OQ114540.1	BQ.1	USA: California	2022-12-02	Homo sapiens	29819	COMPLETE	2022-12-23T00:00:00Z
OQ131418.1	BQ.1.1	USA: Indiana	2022-12-11	Homo sapiens	29833	COMPLETE	2022-12-28T00:00:00Z
OQ143616.1	BQ.1.1	USA: Missouri	2022-12-12	Homo sapiens	29718	COMPLETE	2022-12-29T00:00:00Z
OZ176568.1	MU.2	United Kingdom:Scotland	2024-08-12	Homo sapiens	29847	COMPLETE	2024-08-27T00:00:00Z
PQ207108.1	MG.2	USA: California	2024-07-23	Homo sapiens	29614	COMPLETE	2024-08-20T00:00:00Z
PQ268028.1	LQ.1.1.1	USA: Texas	2024-08-05	Homo sapiens	29751	COMPLETE	2024-08-30T00:00:00Z
ON141776.1	BA.2.12.1	USA: New York	2022-03-19	Homo sapiens	29724	COMPLETE	2022-04-03T00:00:00Z
ON157647.1	AY.103	USA	2021-12-02	Homo sapiens	29692	COMPLETE	2022-04-05T00:00:00Z
ON178224.1	BA.2.3.5	USA: Georgia	2022-03-24	Homo sapiens	29724	COMPLETE	2022-04-07T00:00:00Z
ON203521.1	BA.2.1	USA: New York	2022-03-27	Homo sapiens	29724	COMPLETE	2022-04-11T00:00:00Z
ON225972.1	BA.1.1	USA	2021-12-17	Homo sapiens	29752	COMPLETE	2022-04-13T00:00:00Z
ON235381.1	BA.2	USA: Minnesota	2022-03-27	Homo sapiens	29724	COMPLETE	2022-04-14T00:00:00Z
ON252041.1	BA.2.12.1	USA: Massachusetts	2022-04-04	Homo sapiens	29724	COMPLETE	2022-04-18T00:00:00Z
ON267056.1	BA.1	France	2022-01-25	Homo sapiens	29672	COMPLETE	2022-04-19T00:00:00Z
ON278164.1	B.1.367	France	2020-08-05	Homo sapiens	29702	COMPLETE	2022-04-19T00:00:00Z
ON291572.1	B.1.429	France	2021-02-05	Homo sapiens	29699	COMPLETE	2022-04-20T00:00:00Z
ON304858.1	BA.2	USA: FL	2022-03-30	Homo sapiens	29764	COMPLETE	2022-04-20T00:00:00Z
ON310274.1	BA.2	USA: Michigan	2022-04-08	Homo sapiens	29724	COMPLETE	2022-04-21T00:00:00Z
ON333373.1	BA.2.3	USA: GU	2022-02-17	Homo sapiens	29628	COMPLETE	2022-04-25T00:00:00Z
ON339876.1	B.1.427	USA	2020-12-10	Homo sapiens	29851	COMPLETE	2022-04-26T00:00:00Z
ON350167.1	BA.2	USA: Oregon	2022-04-13	Homo sapiens	29583	COMPLETE	2022-04-26T00:00:00Z
ON373872.1	BA.2.3.4	USA: Kentucky	2022-04-18	Homo sapiens	29726	COMPLETE	2022-04-28T00:00:00Z
OW404946.1	BA.1.17.2	United Kingdom:England	2022-01-02	Homo sapiens	29873	COMPLETE	2022-04-08T00:00:00Z
OW429806.1	BA.1.1	United Kingdom:Wales	2022-01-09	Homo sapiens	29873	COMPLETE	2022-04-10T00:00:00Z
OW462633.1	BA.1.15.1	United Kingdom:England	2021-12-30	Homo sapiens	29873	COMPLETE	2022-04-13T00:00:00Z
OW469273.1	BA.1.1	United Kingdom:England	2022-03-01	Homo sapiens	29873	COMPLETE	2022-04-16T00:00:00Z
OW472938.1	BA.2	United Kingdom:England	2022-03-13	Homo sapiens	29847	COMPLETE	2022-04-16T00:00:00Z
OW478335.1	BA.2	United Kingdom:England	2022-01-16	Homo sapiens	29850	COMPLETE	2022-04-16T00:00:00Z
OW482515.1	BA.2	United Kingdom:England	2022-02-27	Homo sapiens	29850	COMPLETE	2022-04-16T00:00:00Z
OW499272.1	AY.4	United Kingdom:Scotland	2021-08-24	Homo sapiens	29646	COMPLETE	2022-04-16T00:00:00Z
OW505366.1	BA.1	United Kingdom:England	2022-02-01	Homo sapiens	29873	COMPLETE	2022-04-16T00:00:00Z
OW510707.1	BA.1.1	United Kingdom:England	2022-03-10	Homo sapiens	29876	COMPLETE	2022-04-16T00:00:00Z
OW516484.1	BA.1.1	United Kingdom:England	2022-01-26	Homo sapiens	29873	COMPLETE	2022-04-16T00:00:00Z
OW520755.1	BA.2.9	United Kingdom:England	2022-03-21	Homo sapiens	29850	COMPLETE	2022-04-25T00:00:00Z
OW582253.1	BA.2.9	Slovakia	2022-04-12	Homo sapiens	29850	COMPLETE	2022-04-30T00:00:00Z
OQ778383.1	BA.5.5	USA: Michigan	2022-06-24	Homo sapiens	29718	COMPLETE	2023-04-07T00:00:00Z
OX463215.1	BQ.1.1.45	United Kingdom:Scotland	2023-03-17	Homo sapiens	29843	COMPLETE	2023-04-15T00:00:00Z
OX469011.1	B.1.1.7	United Kingdom:England	2021-01-24	Homo sapiens	29886	COMPLETE	2023-04-29T00:00:00Z
OX473672.1	B.1.177	United Kingdom:England	2021-01-20	Homo sapiens	29903	COMPLETE	2023-04-29T00:00:00Z
OX478160.1	BA.1	United Kingdom:Northern_Ireland	2022-01-17	Homo sapiens	29873	COMPLETE	2023-04-29T00:00:00Z
OX483911.1	AY.4	United Kingdom:Northern_Ireland	2021-07-09	Homo sapiens	29890	COMPLETE	2023-04-29T00:00:00Z
OX488736.1	B.1.1.7	United Kingdom:Northern_Ireland	2021-03-02	Homo sapiens	29887	COMPLETE	2023-04-30T00:00:00Z
PX887991.1	PQ.43.1.1	USA: California	2025-10-20	Homo sapiens	29795	COMPLETE	2026-01-19T00:00:00Z
MZ499824.1	B.1.2	USA: West Virginia	2020-12-11	Homo sapiens	29841	COMPLETE	2021-07-06T00:00:00Z
MZ536585.1	P.1	USA: Tennessee	2021-06-10	Homo sapiens	29777	COMPLETE	2021-07-09T00:00:00Z
MZ600030.1	B.1.526	USA: Pennsylvania	2021-05-21	Homo sapiens	29808	COMPLETE	2021-07-21T00:00:00Z
MZ639762.1	B.1.526	USA	2021-03-31	Homo sapiens	29768	COMPLETE	2021-07-27T00:00:00Z
OU385059.1	AY.4	United Kingdom:England	2021-06-23	Homo sapiens	29890	COMPLETE	2021-07-13T00:00:00Z
OU389485.1	B.1.1.7	United Kingdom:England	2021-01-15	Homo sapiens	29885	COMPLETE	2021-07-13T00:00:00Z
OU393310.1	AY.5	United Kingdom:England	2021-06-21	Homo sapiens	29890	COMPLETE	2021-07-13T00:00:00Z
OU418257.1	B.1.1.7	United Kingdom:England	2021-02-05	Homo sapiens	29886	COMPLETE	2021-07-18T00:00:00Z
OU447328.1	AY.4	United Kingdom:England	2021-07-06	Homo sapiens	29890	COMPLETE	2021-07-26T00:00:00Z
OP570700.1	BA.5.1	USA: Illinois	2022-09-17	Homo sapiens	29804	COMPLETE	2022-10-03T00:00:00Z
OP589686.1	BA.5.2.1	USA: Birmingham, AL	2022-07-21	Homo sapiens	29685	COMPLETE	2022-10-05T00:00:00Z
OP609110.1	BA.5.2.1	USA: Illinois	2022-09-23	Homo sapiens	29718	COMPLETE	2022-10-11T00:00:00Z
OP624917.1	BF.5	USA: California	2022-09-24	Homo sapiens	29718	COMPLETE	2022-10-13T00:00:00Z
OP657456.1	BA.5.6	USA: Tennessee	2022-09-21	Homo sapiens	29687	COMPLETE	2022-10-17T00:00:00Z
OP670434.1	BA.5.2.1	USA: Washington	2022-09-29	Homo sapiens	29625	COMPLETE	2022-10-18T00:00:00Z
OP701934.1	AY.103	USA: Nebraska	2021-11-27	Homo sapiens	29701	COMPLETE	2022-10-21T00:00:00Z
OP726517.1	AY.75	USA	2021-10-03	Homo sapiens	29698	COMPLETE	2022-10-26T00:00:00Z
OP736663.1	BA.5.2	USA: Oregon	2022-10-12	Homo sapiens	29655	COMPLETE	2022-10-28T00:00:00Z
OR240477.1	B	China	2020-02-05	Homo sapiens	29903	COMPLETE	2024-03-05T00:00:00Z
PP433040.1	B.1	USA: Rhode Island	2020-05-23	Homo sapiens	29767	COMPLETE	2024-03-04T00:00:00Z
OZ210778.1	unclassifiable	United Kingdom:Northern_Ireland	2024-11-13	Homo sapiens	29859	COMPLETE	2024-12-18T00:00:00Z
PQ802522.1	AY.39	USA: New York	2021-12-09	Homo sapiens	29758	COMPLETE	2024-12-24T00:00:00Z
OR156909.1	BA.5.1.4	Mexico	2022-08-08	Homo sapiens	29767	COMPLETE	2023-06-21T00:00:00Z
OX640499.1	B.1.177	United Kingdom:England	2021-01-04	Homo sapiens	29903	COMPLETE	2023-06-12T00:00:00Z
OX643828.1	B.1.177	United Kingdom:England	2020-11-06	Homo sapiens	29903	COMPLETE	2023-06-15T00:00:00Z
OX647389.1	AY.4	United Kingdom:Wales	2021-06-30	Homo sapiens	29890	COMPLETE	2023-06-15T00:00:00Z
OX651246.1	B.1.177.6	United Kingdom:England	2020	Homo sapiens	29903	COMPLETE	2023-06-16T00:00:00Z
OX655766.1	B.1.177	United Kingdom:England	2021-01-21	Homo sapiens	29903	COMPLETE	2023-06-16T00:00:00Z
OX660148.1	B.1.1.7	United Kingdom:England	2021-02-20	Homo sapiens	29888	COMPLETE	2023-06-16T00:00:00Z
OX664631.1	B.1.1.95	United Kingdom:England	2020-06-02	Homo sapiens	29903	COMPLETE	2023-06-16T00:00:00Z
OX668518.1	BA.2	United Kingdom:England	2022-03-13	Homo sapiens	29894	COMPLETE	2023-06-16T00:00:00Z
OX672189.1	B.1.177	United Kingdom:England	2020-11-15	Homo sapiens	29897	COMPLETE	2023-06-16T00:00:00Z
OX676016.1	unclassifiable	United Kingdom:England	2020-10-15	Homo sapiens	29903	COMPLETE	2023-06-16T00:00:00Z
OX682010.1	BA.1.17.2	United Kingdom:England	2020	Homo sapiens	29769	COMPLETE	2023-06-18T00:00:00Z
OX686303.1	AY.98	United Kingdom:England	2021-11-21	Homo sapiens	29890	COMPLETE	2023-06-18T00:00:00Z
OX690769.1	AY.33	United Kingdom:England	2021-08-22	Homo sapiens	29817	COMPLETE	2023-06-18T00:00:00Z
OX694656.1	AY.4	United Kingdom:England	2021-07-24	Homo sapiens	29903	COMPLETE	2023-06-18T00:00:00Z
OX698995.1	B.40	United Kingdom:England	2020-03-05	Homo sapiens	29903	COMPLETE	2023-06-18T00:00:00Z
OX703542.1	BA.5.2.1	United Kingdom:England	2022-11-01	Homo sapiens	29876	COMPLETE	2023-06-18T00:00:00Z
OX707743.1	BA.5.8	United Kingdom:England	2022-08-05	Homo sapiens	29894	COMPLETE	2023-06-18T00:00:00Z
OX712242.1	BA.1.17.2	United Kingdom:England	2022-01-21	Homo sapiens	29867	COMPLETE	2023-06-18T00:00:00Z
OX716172.1	BA.2	United Kingdom:England	2022-01-07	Homo sapiens	29756	COMPLETE	2023-06-18T00:00:00Z
OX720611.1	B.1.1.7	United Kingdom:England	2020	Homo sapiens	29903	COMPLETE	2023-06-18T00:00:00Z
OX724296.1	BA.1.1.15	United Kingdom:England	2022-01-06	Homo sapiens	29746	COMPLETE	2023-06-18T00:00:00Z
OX731035.1	CH.1.1	United Kingdom:England	2023-01-27	Homo sapiens	29844	COMPLETE	2023-06-18T00:00:00Z
OX735018.1	BA.2	United Kingdom:England	2022-03-05	Homo sapiens	29850	COMPLETE	2023-06-18T00:00:00Z
OX739124.1	BQ.1.2.1	United Kingdom:England	2022-12-20	Homo sapiens	29903	COMPLETE	2023-06-18T00:00:00Z
OX742948.1	BA.4	United Kingdom:England	2022-06-27	Homo sapiens	29835	COMPLETE	2023-06-18T00:00:00Z
OX746827.1	AY.122	United Kingdom:England	2022-02-07	Homo sapiens	29889	COMPLETE	2023-06-18T00:00:00Z
OX751508.1	BQ.1	United Kingdom:England	2022-10-24	Homo sapiens	29841	COMPLETE	2023-06-18T00:00:00Z
OX755251.1	BA.5	United Kingdom:England	2022-06-16	Homo sapiens	29844	COMPLETE	2023-06-18T00:00:00Z
OX759055.1	BA.4.6.1	United Kingdom:England	2022-11-09	Homo sapiens	29835	COMPLETE	2023-06-18T00:00:00Z
OX763611.1	BA.2.10	United Kingdom:England	2022-03-31	Homo sapiens	29850	COMPLETE	2023-06-18T00:00:00Z
OX769605.1	BQ.1.1	United Kingdom:England	2022-11-04	Homo sapiens	29844	COMPLETE	2023-06-18T00:00:00Z
OX772929.1	unclassifiable	United Kingdom:England	2022-01-29	Homo sapiens	29894	COMPLETE	2023-06-18T00:00:00Z
OX776321.1	BA.5.1	United Kingdom:England	2022-09-25	Homo sapiens	29844	COMPLETE	2023-06-18T00:00:00Z
OX779777.1	BA.5.1.30	United Kingdom:England	2022-07-13	Homo sapiens	29885	COMPLETE	2023-06-19T00:00:00Z
OX784551.1	AY.4	United Kingdom:England	2021-11-26	Homo sapiens	29891	COMPLETE	2023-06-19T00:00:00Z
OX789476.1	AY.4.2	United Kingdom:England	2020	Homo sapiens	29891	COMPLETE	2023-06-19T00:00:00Z
OX793453.1	AY.4	United Kingdom:England	2021-11-07	Homo sapiens	29903	COMPLETE	2023-06-19T00:00:00Z
OX798206.1	B.1.1.7	United Kingdom:England	2021-06-24	Homo sapiens	29874	COMPLETE	2023-06-19T00:00:00Z
OX802695.1	AY.4.2.1	United Kingdom:England	2021-12-21	Homo sapiens	29891	COMPLETE	2023-06-19T00:00:00Z
OX806872.1	BA.2.3	United Kingdom:England	2022-04-16	Homo sapiens	29850	COMPLETE	2023-06-19T00:00:00Z
OX812025.1	BA.1	United Kingdom:England	2022-01-07	Homo sapiens	29867	COMPLETE	2023-06-19T00:00:00Z
OX816983.1	AY.4	United Kingdom:England	2021-06-20	Homo sapiens	29895	COMPLETE	2023-06-19T00:00:00Z
OX822148.1	AY.4	United Kingdom:England	2021-09-30	Homo sapiens	29889	COMPLETE	2023-06-19T00:00:00Z
OX825868.1	BA.2	United Kingdom:England	2022-06-26	Homo sapiens	29844	COMPLETE	2023-06-19T00:00:00Z
OX830187.1	BQ.1.1	United Kingdom:England	2022-12-07	Homo sapiens	29846	COMPLETE	2023-06-19T00:00:00Z
OX834251.1	AY.119	United Kingdom:England	2021-08-26	Homo sapiens	29824	COMPLETE	2023-06-19T00:00:00Z
OX837626.1	BA.1	United Kingdom:England	2022-01-21	Homo sapiens	29877	COMPLETE	2023-06-19T00:00:00Z
OX842121.1	AY.4	United Kingdom:England	2021-07-20	Homo sapiens	29808	COMPLETE	2023-06-19T00:00:00Z
OX847929.1	BA.1	United Kingdom:England	2020	Homo sapiens	29656	COMPLETE	2023-06-19T00:00:00Z
OX852862.1	unclassifiable	United Kingdom:England	2022-01-10	Homo sapiens	29279	COMPLETE	2023-06-19T00:00:00Z
OX856811.1	BA.5.2.6	United Kingdom:England	2022-12-01	Homo sapiens	29894	COMPLETE	2023-06-19T00:00:00Z
OX860949.1	BA.2	United Kingdom:England	2022-02-27	Homo sapiens	29876	COMPLETE	2023-06-19T00:00:00Z
OX866497.1	BA.2	United Kingdom:England	2022-02-14	Homo sapiens	29876	COMPLETE	2023-06-19T00:00:00Z
OX870247.1	BA.5.1.30	United Kingdom:England	2022-09-29	Homo sapiens	29885	COMPLETE	2023-06-19T00:00:00Z
OX874224.1	BA.1.15	United Kingdom:England	2022-01-04	Homo sapiens	29770	COMPLETE	2023-06-19T00:00:00Z
OX878412.1	BA.2	United Kingdom:England	2022-03-04	Homo sapiens	29850	COMPLETE	2023-06-19T00:00:00Z
OX882992.1	BA.5.2	United Kingdom:England	2022-07-03	Homo sapiens	29844	COMPLETE	2023-06-19T00:00:00Z
OX885982.1	BQ.1.1	United Kingdom:England	2023-02-13	Homo sapiens	29885	COMPLETE	2023-06-19T00:00:00Z
OX888560.1	AY.9.2	United Kingdom:England	2021-09-02	Homo sapiens	29903	COMPLETE	2023-06-19T00:00:00Z
OX892283.1	AY.4	United Kingdom:Northern_Ireland	2021-07-15	Homo sapiens	29807	COMPLETE	2023-06-19T00:00:00Z
OX895855.1	B.1.617.2	United Kingdom:England	2021-07-19	Homo sapiens	29896	COMPLETE	2023-06-19T00:00:00Z
OX903594.1	DU.1	United Kingdom:England	2022-12-26	Homo sapiens	29850	COMPLETE	2023-06-21T00:00:00Z
OX908355.1	B.1.1.7	United Kingdom:England	2020	Homo sapiens	29883	COMPLETE	2023-06-21T00:00:00Z
OX914588.1	BA.5.5	United Kingdom:England	2022-07-12	Homo sapiens	29844	COMPLETE	2023-06-21T00:00:00Z
OX919352.1	AY.4	United Kingdom:England	2021-06-20	Homo sapiens	29889	COMPLETE	2023-06-21T00:00:00Z
OX924287.1	BA.1.17	United Kingdom:England	2022-01-14	Homo sapiens	29754	COMPLETE	2023-06-21T00:00:00Z
OX930399.1	BA.2.9	United Kingdom:England	2022-03-30	Homo sapiens	29850	COMPLETE	2023-06-21T00:00:00Z
OX935270.1	BA.2	United Kingdom:England	2022-03-21	Homo sapiens	29885	COMPLETE	2023-06-21T00:00:00Z
OX943525.1	B.1.617.2	United Kingdom:England	2021-10-29	Homo sapiens	29890	COMPLETE	2023-06-21T00:00:00Z
OX956251.1	AY.10	United Kingdom:England	2021-06-22	Homo sapiens	29886	COMPLETE	2023-06-21T00:00:00Z
OX960854.1	BA.2.1	United Kingdom:England	2022-04-06	Homo sapiens	29841	COMPLETE	2023-06-22T00:00:00Z
OX967302.1	BA.1.17.2	United Kingdom:England	2022-01-27	Homo sapiens	29867	COMPLETE	2023-06-22T00:00:00Z
OX973331.1	BA.1.1	United Kingdom:England	2022-01-05	Homo sapiens	29765	COMPLETE	2023-06-22T00:00:00Z
OX978572.1	BA.1	United Kingdom:England	2022-01-02	Homo sapiens	29867	COMPLETE	2023-06-22T00:00:00Z
OX983831.1	AY.4	United Kingdom:England	2020	Homo sapiens	29889	COMPLETE	2023-06-22T00:00:00Z
OX989119.1	BA.2	United Kingdom:England	2022-03-13	Homo sapiens	29876	COMPLETE	2023-06-22T00:00:00Z
OX995341.1	AY.4	United Kingdom:England	2021-07-21	Homo sapiens	29903	COMPLETE	2023-06-22T00:00:00Z
OY001213.1	BA.2	United Kingdom:England	2022-05-07	Homo sapiens	29885	COMPLETE	2023-06-22T00:00:00Z
OY006005.1	BE.1.1	United Kingdom:England	2022-07-06	Homo sapiens	29844	COMPLETE	2023-06-22T00:00:00Z
OY010646.1	BA.1	United Kingdom:England	2022-01-04	Homo sapiens	29876	COMPLETE	2023-06-22T00:00:00Z
OY015252.1	BA.5.2.1	United Kingdom:England	2022-07-10	Homo sapiens	29844	COMPLETE	2023-06-22T00:00:00Z
OY019000.1	AY.4	United Kingdom:England	2021-07-29	Homo sapiens	29891	COMPLETE	2023-06-22T00:00:00Z
OQ901221.1	B.1	France	2020-03	Homo sapiens	29702	COMPLETE	2023-05-01T00:00:00Z
OQ997317.1	XBB.1	USA: Washington	2023-05-05	Homo sapiens	29748	COMPLETE	2023-05-18T00:00:00Z
OX491577.1	BQ.1.1	United Kingdom:Northern_Ireland	2023-01-09	Homo sapiens	29853	COMPLETE	2023-05-01T00:00:00Z
OX497473.1	B.1.1.7	United Kingdom:Northern_Ireland	2021-02-28	Homo sapiens	29885	COMPLETE	2023-05-01T00:00:00Z
OX500729.1	BA.2	United Kingdom:Northern_Ireland	2022-04-17	Homo sapiens	29850	COMPLETE	2023-05-01T00:00:00Z
OX504650.1	BA.2.1	United Kingdom:Northern_Ireland	2022-04-19	Homo sapiens	29850	COMPLETE	2023-05-01T00:00:00Z
OX509685.1	BA.2	United Kingdom:Northern_Ireland	2022-03-24	Homo sapiens	29850	COMPLETE	2023-05-01T00:00:00Z
OX515244.1	BA.2	United Kingdom:Northern_Ireland	2022-05-26	Homo sapiens	29844	COMPLETE	2023-05-02T00:00:00Z
OX519248.1	AY.120	United Kingdom:Northern_Ireland	2021-06-26	Homo sapiens	29890	COMPLETE	2023-05-02T00:00:00Z
OX522988.1	AY.4	United Kingdom:Northern_Ireland	2021-12-14	Homo sapiens	29890	COMPLETE	2023-05-02T00:00:00Z
OX526808.1	BA.1.1.1	United Kingdom:Northern_Ireland	2022-02-26	Homo sapiens	29873	COMPLETE	2023-05-02T00:00:00Z
OX531349.1	AY.17	United Kingdom:Northern_Ireland	2021-07-07	Homo sapiens	29890	COMPLETE	2023-05-02T00:00:00Z
OX535458.1	BA.1	United Kingdom:Northern_Ireland	2022-02-03	Homo sapiens	29867	COMPLETE	2023-05-02T00:00:00Z
OX539275.1	B.1.177	United Kingdom:Wales	2021-01-11	Homo sapiens	29903	COMPLETE	2023-05-02T00:00:00Z
OX544135.1	B.1.1.7	United Kingdom:Wales	2021-03-30	Homo sapiens	29883	COMPLETE	2023-05-04T00:00:00Z
OX549006.1	AY.4	United Kingdom:Wales	2021-06-14	Homo sapiens	29890	COMPLETE	2023-05-04T00:00:00Z
OX553308.1	AY.6	United Kingdom:England	2021-06-19	Homo sapiens	29890	COMPLETE	2023-05-04T00:00:00Z
OX557523.1	B.1.1.37	United Kingdom:Wales	2020-10-23	Homo sapiens	29903	COMPLETE	2023-05-04T00:00:00Z
OX560636.1	B.1.1.7	United Kingdom:Wales	2021-02-17	Homo sapiens	29884	COMPLETE	2023-05-04T00:00:00Z
OX564143.1	AY.4	United Kingdom:Wales	2021-07-14	Homo sapiens	29890	COMPLETE	2023-05-04T00:00:00Z
OX568647.1	B.1.1.7	United Kingdom:England	2021-03-23	Homo sapiens	29885	COMPLETE	2023-05-04T00:00:00Z
OX572649.1	B.1.1.37	United Kingdom:Wales	2020-10-21	Homo sapiens	29903	COMPLETE	2023-05-04T00:00:00Z
OX577006.1	AY.4	United Kingdom:Northern_Ireland	2021-08-07	Homo sapiens	29890	COMPLETE	2023-05-05T00:00:00Z
OX582017.1	AY.4	United Kingdom:Wales	2021-06-28	Homo sapiens	29890	COMPLETE	2023-05-08T00:00:00Z
OX585301.1	B.1.1.7	United Kingdom:Wales	2021-03-09	Homo sapiens	29884	COMPLETE	2023-05-09T00:00:00Z
OX589871.1	unclassifiable	United Kingdom:England	2020-04-16	Homo sapiens	29903	COMPLETE	2023-05-10T00:00:00Z
OX593803.1	B.1.1.270	United Kingdom:England	2020-03-29	Homo sapiens	29836	COMPLETE	2023-05-11T00:00:00Z
OX599566.1	B.1	United Kingdom:England	2020-03-28	Homo sapiens	29822	COMPLETE	2023-05-13T00:00:00Z
OX603007.1	B.1.1.372	United Kingdom:England	2020-03-28	Homo sapiens	29873	COMPLETE	2023-05-14T00:00:00Z
OX608126.1	BA.1	United Kingdom:England	2021-12-13	Homo sapiens	29873	COMPLETE	2023-05-14T00:00:00Z
OX613477.1	BA.2	United Kingdom:England	2022-04-01	Homo sapiens	29850	COMPLETE	2023-05-15T00:00:00Z
OX619436.1	AY.4	United Kingdom:England	2021-10-23	Homo sapiens	29902	COMPLETE	2023-05-17T00:00:00Z
OX622898.1	XBB.1.5.18	United Kingdom:England	2023-04-07	Homo sapiens	29847	COMPLETE	2023-05-18T00:00:00Z
